Close,Volume,Return_1d,Return_5d,Volatility_7d,Vol_Change_1d,RSI_14,Date,time_idx,group_id,target,year,month,day_of_month,day_of_week,is_month_end,month_sin,month_cos,day_of_week_sin,day_of_week_cos,log_Volume
-1.8444340262772745,87342800,0.1229151493593374,-0.16649259765500998,-0.8024798840650047,-0.21678270393351892,0.910249386559733,2019-02-14,14,AAPL,0,2019,2,14,3,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.17854666067783295
-1.8461562350602103,98507200,-0.17384204032441178,-0.14511706528281193,-0.8119174891156851,0.2433961945031535,1.0621142302424944,2019-02-15,15,AAPL,1,2019,2,15,4,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.43112426394505277
-1.8438449041835612,75891200,0.09000911850678663,0.06907895432645822,-1.134717572303688,-0.80470481677861,1.3345681113379593,2019-02-19,19,AAPL,1,2019,2,19,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-0.11655275026934143
-1.83885959936659,104457600,0.2641176395444114,0.015928925711164856,-1.1069146894544537,0.9723828899565574,0.720275288785782,2019-02-20,20,AAPL,0,2019,2,20,2,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.5542783141785856
-1.843255712935946,68998800,-0.3464769723664787,-0.020602621914977887,-1.1092115380333583,-1.1268947600680308,0.39574601007393834,2019-02-21,21,AAPL,1,2019,2,21,3,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.3164739083857211
-1.8345994423691603,75652800,0.5033329911808788,0.16288886634679406,-1.0509613797219755,0.1513561454479604,0.5900809063845127,2019-02-22,22,AAPL,1,2019,2,22,4,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-0.12315917744291174
-1.8288890588865494,87493600,0.30705502742274426,0.39795865644579587,-1.0815130599873957,0.32753586965502984,0.1854442936009206,2019-02-25,25,AAPL,1,2019,2,25,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.18216882695823036
-1.8284358242108603,68280800,-0.03230145823530598,0.33791555398877676,-1.0727004971980818,-0.7753906023047406,-0.29423740047702607,2019-02-26,26,AAPL,1,2019,2,26,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-0.33843840161029026
-1.825988536762285,111341600,0.09531710019772567,0.2555328131292773,-1.1159722583283,1.7179104742843665,-0.1995762397607108,2019-02-27,27,AAPL,0,2019,2,27,2,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.6882883123238711
-1.8337837029376025,112861600,-0.5587405062310183,0.15102790565529126,-0.9197652493101659,-0.0914092912425573,0.16986204876436797,2019-02-28,28,AAPL,1,2019,2,28,3,1,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.7167596076109766
-1.8255353020865956,103544800,0.47023245925952684,0.13506980781827546,-0.8671182074087672,-0.37352158984657974,0.60268167535359,2019-03-01,29,AAPL,1,2019,3,1,4,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.535849013162524
-1.8215470582330187,109744800,0.19301679333934693,0.07991471614703825,-0.9452595465112463,0.04414729884860504,0.9904992278707269,2019-03-04,32,AAPL,0,2019,3,4,0,0,1.0,6.123233995736766e-17,0.0,1.0,0.6579567459702601
-1.822997353872102,78949600,-0.15335676065826634,0.021105075133735305,-0.9934270005140041,-0.9543206705538451,0.7101389235597935,2019-03-05,33,AAPL,0,2019,3,5,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,-0.03359362670960398
-1.8275747198193923,83241600,-0.35231350509104886,-0.19529144997970535,-0.9804759125806115,0.027978532070703676,0.6210947953830817,2019-03-06,34,AAPL,0,2019,3,6,2,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.07756229917783809
-1.836729520867875,99185600,-0.6466707191795066,-0.23797448744378794,-0.8547796076207028,0.43024282784192136,0.0097908542747817,2019-03-07,35,AAPL,1,2019,3,7,3,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.44553530918641576
-1.8348713555130127,95997600,0.058870379848154825,-0.4332933639704599,-0.8607794680077261,-0.22569805133129867,0.16444486030234726,2019-03-08,36,AAPL,1,2019,3,8,4,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.37693701859921636
-1.8077242996252296,128044000,1.6905684051881933,0.2758825703800877,-0.20226145853536853,0.8474954170269718,0.8136692335099958,2019-03-11,39,AAPL,1,2019,3,11,0,0,1.0,6.123233995736766e-17,0.0,1.0,0.9817732878661409
-1.7986147943827548,129870400,0.5068571682997155,0.599952038981246,-0.1976548702704044,-0.08961412174465923,0.8886113971286719,2019-03-12,40,AAPL,1,2019,3,12,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,1.0115122877159268
-1.7949891244389486,124130000,0.16230209855172018,0.856870183082145,-0.19758642291934736,-0.2610615951898118,1.1424530577618803,2019-03-13,41,AAPL,1,2019,3,13,2,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.9165873102852514
-1.7858343925443683,94318000,0.500847879768666,1.4390322940213982,-0.212129891522037,-0.8357313909697367,1.149806556334667,2019-03-14,42,AAPL,1,2019,3,14,3,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.3398739355225804
-1.7750027476728598,156171600,0.5965113560205204,1.7141678791647144,-0.30153890064979477,1.7916789728069435,1.2211049421993385,2019-03-15,43,AAPL,1,2019,3,15,4,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1.3987458407366629
-1.7663917729120822,104879200,0.45492745822651004,1.0950555443704892,-0.6263919204751304,-1.094578042155608,1.3207130618444005,2019-03-18,46,AAPL,0,2019,3,18,0,0,1.0,6.123233995736766e-17,0.0,1.0,0.5627360555094828
-1.7731445823179974,126585600,-0.4620906205098542,0.6100616065968633,-0.42343133542566563,0.47548198719881307,1.022911597369633,2019-03-19,47,AAPL,1,2019,3,19,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.9577201739567403
-1.7657572858584587,124140800,0.38059042613006333,0.7179798368741602,-0.9412440609963704,-0.18807906069040928,1.4165535841231467,2019-03-20,48,AAPL,1,2019,3,20,2,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.9167699927671081
-1.734350072973246,204136800,1.8012218302796392,1.3593517940453956,-0.3547716122793461,1.7582452588400712,1.6091640572841805,2019-03-21,49,AAPL,0,2019,3,21,3,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,1.9611338490974026
-1.752659605916309,169630800,-1.108573619048525,0.49859104669918547,0.08197774555347385,-0.6271321448104257,0.9960509834716689,2019-03-22,50,AAPL,0,2019,3,22,4,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1.5723303623429632
-1.7631286768780468,175381200,-0.6727873587529049,-0.05327888921133156,0.2030920737930211,-0.0320327766374256,0.757695543386071,2019-03-25,53,AAPL,0,2019,3,25,0,0,1.0,6.123233995736766e-17,0.0,1.0,1.6423311403382956
-1.7719662689766689,199202000,-0.5838163114543531,-0.11259763811510547,0.22219616793329888,0.26685672140061806,0.6542947644285891,2019-03-26,54,AAPL,1,2019,3,26,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,1.9097507827038003
-1.7643523551792855,119393600,0.3935130347908859,-0.10641931034393383,0.21329162319839495,-1.3063166355765587,0.961847047787644,2019-03-27,55,AAPL,1,2019,3,27,2,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.8348988182863918
-1.763219337643965,83121600,0.005752404087954167,-0.9417909081211094,0.17932531485851927,-1.0223382998784953,0.9547128611983782,2019-03-28,56,AAPL,1,2019,3,28,3,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.07453313477037432
-1.7576449107332806,94256000,0.2682720892542192,-0.28677685870661657,0.1682867886859046,0.261373413984366,0.708384998330929,2019-03-29,57,AAPL,1,2019,3,29,4,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.33849320577507214
-1.7517985015248412,111448000,0.28211524841612917,0.17606098864065733,-0.5320710738369867,0.40343410505210064,0.6642986249213032,2019-04-01,60,AAPL,1,2019,4,1,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.6902939179436425
-1.7391993520643887,91062800,0.6738085828911772,0.7961738300544595,-0.6778862265859916,-0.66783070050735,0.7807455322717242,2019-04-02,61,AAPL,1,2019,4,2,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.2661248979663059
-1.733171690478015,93087200,0.28533494702760004,0.7425400958922858,-0.8873634749957025,-0.06625108511315263,0.7418440239596739,2019-04-03,62,AAPL,1,2019,4,3,2,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.312292879874305
-1.7316308032269156,76457200,0.0266876348606606,0.7529769042597643,-1.2021006381062684,-0.6553309260006442,0.6154007534276408,2019-04-04,63,AAPL,1,2019,4,4,3,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-0.10095078450340628
-1.7256938024064603,74106400,0.27720695771589404,0.7574100495951074,-1.2130337676653469,-0.22160679332901564,0.5756451509714713,2019-04-05,64,AAPL,1,2019,4,5,4,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.16652449734548258
-1.7116443573069244,103526800,0.7344621018998481,0.9818258912293232,-1.1567509933616291,1.0327616606883305,0.963446717289432,2019-04-08,67,AAPL,0,2019,4,8,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.535483964503603
-1.7143636270532547,143072800,-0.21296781946724344,0.5413631490932477,-1.0011313469050553,0.9887329728077545,0.7897453249970624,2019-04-09,68,AAPL,1,2019,4,9,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,1.2148034271434829
-1.7092877306242673,86781200,0.22257809964118466,0.5104968153446531,-0.9989779881552092,-1.2852223527778857,0.35391883665159174,2019-04-10,69,AAPL,0,2019,4,10,2,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.16500198035796496
-1.7168562794617404,83603200,-0.48229217504754196,0.25919212727660984,-0.8911321619925782,-0.23883288101901104,0.754655679161388,2019-04-11,70,AAPL,0,2019,4,11,3,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.08666384616363672
-1.7172188533715111,111042800,-0.08166440318221155,0.08464569727049077,-0.8930302885573774,0.8310362516243789,1.2243253569210533,2019-04-12,71,AAPL,1,2019,4,12,4,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.6826457634902827
-1.7155873053544934,70146400,0.030216683651391348,-0.25244025162115474,-0.893145834035401,-1.2114608025861124,1.754189343393231,2019-04-15,74,AAPL,1,2019,4,15,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,-0.281837651988083
-1.7154966445885753,102785600,-0.056250985785955214,-0.17706618754161932,-0.9105930849368736,1.233047693750858,1.6699436664435685,2019-04-16,75,AAPL,1,2019,4,16,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.5203966918711704
-1.6979121903111514,115627200,0.923445217207102,0.15817259723083776,-0.7967966845354559,0.23493010827839664,1.835176339419303,2019-04-17,76,AAPL,1,2019,4,17,2,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.7675924565368771
-1.694603798471108,96783200,0.1204105703863719,0.45453818210725966,-0.8253552690383684,-0.6093563579573024,1.81624491705752,2019-04-18,77,AAPL,1,2019,4,18,3,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.39405052062821877
-1.6915673197749173,77758000,0.10487631704981798,0.5466320822781008,-0.8318874308703853,-0.7078979651569931,1.7913080465719164,2019-04-22,81,AAPL,1,2019,4,22,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,-0.06552720565816544
-1.6781977266889152,93292000,0.6680736226019907,0.8620018315707442,-0.8928983555227709,0.4543913181913725,1.7983148195665846,2019-04-23,82,AAPL,0,2019,4,23,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.31690745237520523
-1.6796479531740962,70162400,-0.1393235168065161,0.8203408209199591,-0.8769144124652524,-0.8584856648369225,1.647734273938955,2019-04-24,83,AAPL,0,2019,4,24,2,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.2813587640895708
-1.6881682671689555,74172800,-0.5202684779805772,0.11124101635681888,-0.7061476884850173,0.036174907059777495,1.1448681958821352,2019-04-25,84,AAPL,0,2019,4,25,3,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-0.16464393964689752
-1.6926096765443195,74596400,-0.30275256796759586,-0.09397766987384074,-0.657303617369491,-0.11469528323567425,0.81394916114634,2019-04-26,85,AAPL,1,2019,4,26,4,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.15268637090595608
-1.6912047458651465,88818800,0.015406097241289397,-0.13701886481558648,-0.9192032151143449,0.42765973997366424,0.5046907448111208,2019-04-29,88,AAPL,0,2019,4,29,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.2137338083826262
-1.7090611132864229,186139600,-1.035134269975418,-0.9459522242877351,-0.6275211850522896,3.0817526670824833,-0.14791636456057236,2019-04-30,89,AAPL,1,2019,4,30,1,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,1.7673401862378844
-1.6644201947332318,259309200,2.4209849508727785,0.24848488453041429,0.48289221981063757,1.0212890876756742,0.7009922108502554,2019-05-01,90,AAPL,0,2019,5,1,2,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,2.4634601484297245
-1.670629177851442,127985200,-0.39043267711436036,0.3126111063876741,0.4662568637769901,-1.6165660867261205,0.7436878257009821,2019-05-02,91,AAPL,1,2019,5,2,3,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.9808088225247297
-1.6588457678225472,83569600,0.5673360353814982,0.741601356320934,0.49705210906748615,-1.1491248118729158,0.9106210729564833,2019-05-03,92,AAPL,0,2019,5,3,4,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.0858197878419581
-1.6736656565476329,129772400,-0.8422864232361845,0.3141146208352903,0.5641482077961839,1.4898309945472972,0.4835208252064788,2019-05-06,95,AAPL,0,2019,5,6,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,1.009927217142036
-1.6991358686123903,155054800,-1.4245744902459083,0.11925708628127109,0.8048959217578503,0.4398679622349908,-0.05562969425005248,2019-05-07,96,AAPL,1,2019,5,7,1,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,1.3836763133577252
-1.698954616234456,105358000,-0.05135877115542091,-1.028120494833904,0.8035233869164917,-1.071338196814801,-0.3442626998128909,2019-05-08,97,AAPL,0,2019,5,8,2,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.5723001557468808
-1.7088344959485782,139634400,-0.6046736443141494,-1.1282175167152397,0.725072460331017,0.8225917337921087,-0.5752075631734302,2019-05-09,98,AAPL,0,2019,5,9,3,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,1.16372473885824
-1.7248780629749025,164834800,-0.9532289395263823,-1.8223888467649723,-0.40719657275087073,0.3977957381914265,-0.8672026664409932,2019-05-10,99,AAPL,0,2019,5,10,4,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,1.5121082093369043
-1.7768155480678116,229722400,-3.000494322691664,-2.805462807522264,0.49232273437219903,1.022938301265799,-1.6415216754245399,2019-05-13,102,AAPL,1,2019,5,13,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,2.2090756766510986
-1.7634912507878175,146118800,0.7392270950338257,-1.8514061896497664,0.5644954933467373,-1.198672621799698,-1.3856461503616289,2019-05-14,103,AAPL,1,2019,5,14,1,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,1.2590377188341946
-1.7532487971639246,106178800,0.544472504596225,-1.5845879227345154,0.7867091635507816,-0.9330069177374571,-1.1421196545671732,2019-05-15,104,AAPL,0,2019,5,15,2,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.5885950815549174
-1.757055719485665,132125600,-0.2838279919307843,-1.437610242794596,0.7143485826130865,0.5851664646487063,-1.1364102838519672,2019-05-16,105,AAPL,0,2019,5,16,3,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,1.0476615900285957
-1.7619503635367182,131516400,-0.3486651448970764,-1.156931078462668,0.6891088723238507,-0.14496370742003575,-1.2022599069713922,2019-05-17,106,AAPL,0,2019,5,17,4,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,1.037957722452361
-1.7887349146686327,154449200,-1.642680732312635,-0.4914468983154902,0.8149076744955874,0.37990174154164813,-1.2762056775809298,2019-05-20,109,AAPL,1,2019,5,20,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,1.3754592062807407
-1.7728273042142346,113459200,0.9081679301003017,-0.41248567421813814,1.0500244636929932,-0.9097096952221222,-1.7951564507136042,2019-05-21,110,AAPL,0,2019,5,21,1,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.7278484425586472
-1.790139845347806,118994400,-1.0966023520816952,-1.1849582712384286,0.1812667773374779,0.011621175211389513,-1.8648071035067164,2019-05-22,111,AAPL,0,2019,5,22,2,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.8278663895581605
-1.8042798820593577,146118800,-0.924561365101793,-1.4816900405670814,0.0728811545003965,0.5370089252489915,-2.179126871780428,2019-05-23,112,AAPL,0,2019,5,23,3,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,1.2590377188341946
-1.8074070215214668,94858800,-0.2555522523979383,-1.4390621466473494,-0.10421017703786786,-1.1601903685877226,-2.123639285686615,2019-05-24,113,AAPL,0,2019,5,24,4,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.35187911842356534
-1.8107607783214206,111792800,-0.27043030584497413,-0.7930458737292989,-0.10295901350068998,0.3920592421594906,-2.000102219573846,2019-05-28,117,AAPL,0,2019,5,28,1,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.6967801550884268
-1.814612996449169,113924800,-0.3025058224252425,-1.349963198680565,-0.09959064783262868,-0.07551721165462834,-2.027887622189293,2019-05-29,118,AAPL,1,2019,5,29,2,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.7364475320216225
-1.8104435002176575,84873600,0.20096318955672784,-0.7435065598297963,-0.36359910599919704,-0.8792370152410328,-1.8662749646468408,2019-05-30,119,AAPL,0,2019,5,30,3,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.1183308810726575
-1.8250820674109065,108174400,-0.9774505007489278,-0.7687856171285415,-0.7189773173772058,0.6736290260898253,-1.8563542048161072,2019-05-31,120,AAPL,0,2019,5,31,4,1,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.6276931103563917
-1.833103850924069,161584400,-0.5726162245625794,-0.9181588785035999,-0.8480381535927387,1.316443561473531,-1.4483816013707589,2019-06-03,123,AAPL,1,2019,6,3,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,1.4702891499589104
-1.804370542825276,123872000,1.7887620751027582,0.04613443360127967,0.039384910272260196,-0.8158601899011191,-1.0618420452451391,2019-06-04,124,AAPL,1,2019,6,4,1,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.9122184971378829
-1.7912275670771185,119093600,0.7550593361131506,0.5619565693569271,0.12037510491025617,-0.24456433833330138,-0.9973109282383811,2019-06-05,125,AAPL,1,2019,6,5,2,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.8296161273872977
-1.7790815831384528,90105200,0.6811442583942349,0.7987153921700887,0.13582457060893174,-0.845235527413058,-0.6958870751185449,2019-06-06,126,AAPL,1,2019,6,6,3,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.24392732553642385
-1.7567385105358044,122737600,1.2847206724734366,1.9513616776686378,0.2148712276000431,0.9305842216121193,-0.2456152823990853,2019-06-07,127,AAPL,1,2019,6,7,4,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.8929006781058973
-1.7457255441324595,104883600,0.5849412528736115,2.563056449405392,0.2043224384121039,-0.5580165791337188,0.3916340143904618,2019-06-10,130,AAPL,1,2019,6,10,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,0.5628241447763224
-1.7356190470804926,107731600,0.5242636995441206,1.910195224201937,-0.25844786074212595,-0.051814151168003364,0.31660839881505387,2019-06-11,131,AAPL,0,2019,6,11,1,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.6190803512559697
-1.738428908438839,73012800,-0.22227452345783627,1.4078634910596457,-0.442593837831939,-1.076499594855912,0.6520856046058909,2019-06-12,132,AAPL,0,2019,6,12,2,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,-0.19774184024665925
-1.7386102299706756,86698400,-0.07174778692574431,1.0277037252199286,-0.6670877382360206,0.41822625193468227,1.041748801942404,2019-06-13,133,AAPL,0,2019,6,13,3,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.16299759718936685
-1.7450003963129177,75046000,-0.4285947635385716,0.1851980181382063,-0.4960777713201496,-0.5255737550822163,0.9437456548543411,2019-06-14,134,AAPL,1,2019,6,14,4,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,-0.14006891681569922
-1.7397885433120042,58676400,0.2404066795342702,0.019129256230105845,-0.5323806845513931,-0.7710992855443258,1.0991290399768807,2019-06-17,137,AAPL,1,2019,6,17,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.6567425113818446
-1.7191223145323815,106204000,1.128027109460037,0.3085338473664774,-0.6148242344045534,2.2438590418523714,1.389255170698577,2019-06-18,138,AAPL,0,2019,6,18,1,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.5890933690532002
-1.7217509235127935,84496800,-0.20913092015655466,0.31500278747805627,-0.6120230997065221,-0.7308186191033711,1.2827287743298428,2019-06-19,139,AAPL,1,2019,6,19,2,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.10898817067745092
-1.714544879431189,86056000,0.3450425047684902,0.5195787553584413,-0.6446896919050202,-0.07733015194363224,1.7776485290034663,2019-06-20,140,AAPL,0,2019,6,20,3,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.14738133089856947
-1.7176267230872901,191202400,-0.23373805568395123,0.6166954250960622,-0.6423717655601563,3.4515804593904207,1.9461268989557015,2019-06-21,141,AAPL,0,2019,6,21,4,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,1.8236884421988284
-1.718533123284766,72881600,-0.11220945314494166,0.44258935584043807,-0.6375814668128053,-1.9461396883278368,1.7618516800072948,2019-06-24,144,AAPL,0,2019,6,24,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.2015183805025835
-1.7321746295146208,84281200,-0.827865158809554,-0.500002758302488,-0.4829574880422645,0.3272354829109152,1.1045713140632514,2019-06-25,145,AAPL,1,2019,6,25,1,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.10362363737251312
-1.7130039921800895,104270000,1.0324772290760929,0.09101607700556757,-0.28387698010751977,0.564049684315159,1.1849977356408943,2019-06-26,146,AAPL,0,2019,6,26,2,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.550503879951145
-1.7132759053239421,83598800,-0.07651463352157203,-0.11235564560849748,-0.547274395207498,-0.7127993867699349,0.8804041311875769,2019-06-27,147,AAPL,0,2019,6,27,3,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.08655333402132115
-1.721524306174949,124442400,-0.5221268344011424,-0.2519170047075065,-0.4922720318620397,1.3012740395476692,0.36458722390857157,2019-06-28,148,AAPL,1,2019,6,28,4,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.9218651614551946
-1.7050728694328456,109012000,0.8661845563941135,0.2177201099980997,-0.3348086179466456,-0.4950605206066265,0.49373581752878254,2019-07-01,151,AAPL,1,2019,7,1,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.643889006593078
